title,city,education,experience,company,company_size,company_type,salary_text,skills,description,publish_date,link,salary_min,salary_max,salary_avg,skill_list,skill_count
数据产品经理,广州,硕士,1-3年,海途科技有限公司,50-150人,国企,1.6-2.0万/月,"sql, 产品设计, excel, 数据可视化, 用户研究",数据产品经理岗位：参与数据平台建设，保障数据质量与时效性。核心技能：sql、产品设计、excel、数据可视化、用户研究。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-02,https://job.example.com/42_00300,16.0,20.0,18.0,"['sql', '产品设计', 'excel', '数据可视化', '用户研究']",5
机器学习工程师,上海,本科,3-5年,蓝帆智能有限公司,少于50人,民营,1.7-2.7万/月,"nlp, tensorflow, pytorch, 深度学习, 机器学习",机器学习工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：nlp、tensorflow、pytorch、深度学习、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-11,https://job.example.com/42_00301,17.0,27.0,22.0,"['nlp', 'tensorflow', 'pytorch', '深度学习', '机器学习']",5
数据产品经理,北京,本科,3-5年,蓝创科技有限公司,少于50人,外资,面议,"excel, 产品设计, sql, 用户研究, 数据可视化",数据产品经理岗位：参与数据平台建设，保障数据质量与时效性。核心技能：excel、产品设计、sql、用户研究、数据可视化。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-06,https://job.example.com/42_00302,,,,"['excel', '产品设计', 'sql', '用户研究', '数据可视化']",5
Python开发工程师,上海,大专,在校/应届,锐图数据有限公司,2000人以上,上市公司,9-17K·15薪,"flask, sql, linux, 爬虫, docker",Python开发工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：flask、sql、linux、爬虫、docker。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-29,https://job.example.com/42_00303,9.0,17.0,13.0,"['flask', 'sql', 'linux', '爬虫', 'docker']",5
BI工程师,上海,本科,5-10年,锐创软件有限公司,150-500人,外资,20-28K·13薪,"tableau, etl, 数据可视化, powerbi, excel",BI工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：tableau、etl、数据可视化、powerbi、excel。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-21,https://job.example.com/42_00304,20.0,28.0,24.0,"['tableau', 'etl', '数据可视化', 'powerbi', 'excel']",5
BI工程师,成都,硕士,在校/应届,启合软件有限公司,少于50人,民营,1.0-1.5万/月,"etl, excel, tableau, 数据可视化, powerbi",BI工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：etl、excel、tableau、数据可视化、powerbi。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-09,https://job.example.com/42_00305,10.0,15.0,12.5,"['etl', 'excel', 'tableau', '数据可视化', 'powerbi']",5
数据分析师,杭州,本科,在校/应届,锐创智能有限公司,50-150人,民营,薪资面议,"统计学, pandas, python, excel, numpy",数据分析师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：统计学、pandas、python、excel、numpy。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-20,https://job.example.com/42_00306,,,,"['统计学', 'pandas', 'python', 'excel', 'numpy']",5
数据挖掘工程师,杭州,本科,3-5年,启创数据有限公司,少于50人,外资,1.6-2.6万/月,"机器学习, spark, 数据挖掘, pandas, python",数据挖掘工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：机器学习、spark、数据挖掘、pandas、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-28,https://job.example.com/42_00307,16.0,26.0,21.0,"['机器学习', 'spark', '数据挖掘', 'pandas', 'python']",5
ETL工程师,上海,硕士,3-5年,智数网络有限公司,500-2000人,合资,1.8-2.4万/月,"hive, sql, 数据仓库, spark, linux",ETL工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：hive、sql、数据仓库、spark、linux。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-23,https://job.example.com/42_00308,18.0,24.0,21.0,"['hive', 'sql', '数据仓库', 'spark', 'linux']",5
ETL工程师,北京,大专,5-10年,蓝创智能有限公司,50-150人,外资,18-23K,"linux, spark, sql, hive, python",ETL工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：linux、spark、sql、hive、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-26,https://job.example.com/42_00309,18.0,23.0,20.5,"['linux', 'spark', 'sql', 'hive', 'python']",5
BI工程师,南京,不限,3-5年,智合数据有限公司,50-150人,外资,面议,"etl, excel, sql, 数据可视化, tableau",BI工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：etl、excel、sql、数据可视化、tableau。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-10,https://job.example.com/42_00310,,,,"['etl', 'excel', 'sql', '数据可视化', 'tableau']",5
BI工程师,杭州,本科,1-3年,星合软件有限公司,2000人以上,国企,14-20K,"etl, 数据可视化, tableau, sql, excel",BI工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：etl、数据可视化、tableau、sql、excel。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-05,https://job.example.com/42_00311,14.0,20.0,17.0,"['etl', '数据可视化', 'tableau', 'sql', 'excel']",5
BI工程师,成都,大专,3-5年,星数网络有限公司,2000人以上,民营,1.2-2.0万/月,"sql, excel, 数据可视化, tableau, powerbi",BI工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：sql、excel、数据可视化、tableau、powerbi。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-18,https://job.example.com/42_00312,12.0,20.0,16.0,"['sql', 'excel', '数据可视化', 'tableau', 'powerbi']",5
数据产品经理,广州,硕士,经验不限,海途数据有限公司,2000人以上,国企,1.5-1.8万/月,"需求分析, excel, sql, 数据可视化, 产品设计",数据产品经理岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：需求分析、excel、sql、数据可视化、产品设计。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-14,https://job.example.com/42_00313,15.0,18.0,16.5,"['需求分析', 'excel', 'sql', '数据可视化', '产品设计']",5
Python开发工程师,杭州,硕士,1-3年,锐脉网络有限公司,2000人以上,合资,16-19K·13薪,"python, docker, linux, flask, 爬虫",Python开发工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：python、docker、linux、flask、爬虫。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-14,https://job.example.com/42_00314,16.0,19.0,17.5,"['python', 'docker', 'linux', 'flask', '爬虫']",5
数据运营,北京,本科,在校/应届,启图科技有限公司,少于50人,合资,1.4-1.8万/月,"excel, 数据可视化, sql, 数据分析, 用户增长",数据运营岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：excel、数据可视化、sql、数据分析、用户增长。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-03,https://job.example.com/42_00315,14.0,18.0,16.0,"['excel', '数据可视化', 'sql', '数据分析', '用户增长']",5
大数据开发工程师,武汉,本科,1-3年,锐途数据有限公司,50-150人,上市公司,1.1-1.4万/月,"hive, linux, java, hadoop, spark",大数据开发工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：hive、linux、java、hadoop、spark。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-02,https://job.example.com/42_00316,11.0,14.0,12.5,"['hive', 'linux', 'java', 'hadoop', 'spark']",5
数据运营,杭州,本科,1-3年,海数数据有限公司,2000人以上,外资,1.6-2.5万/月,"用户增长, sql, excel, 数据分析, 数据可视化",数据运营岗位：负责核心算法的调研、实现与线上效果优化。核心技能：用户增长、sql、excel、数据分析、数据可视化。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-04,https://job.example.com/42_00317,16.0,25.0,20.5,"['用户增长', 'sql', 'excel', '数据分析', '数据可视化']",5
数据运营,杭州,本科,在校/应届,海创数据有限公司,500-2000人,国企,14-21K·14薪,"数据可视化, 用户增长, sql, excel, 数据分析",数据运营岗位：参与数据平台建设，保障数据质量与时效性。核心技能：数据可视化、用户增长、sql、excel、数据分析。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-13,https://job.example.com/42_00318,14.0,21.0,17.5,"['数据可视化', '用户增长', 'sql', 'excel', '数据分析']",5
数据产品经理,广州,本科,3-5年,星合数据有限公司,2000人以上,国企,15-20K,"需求分析, 用户研究, excel, 数据可视化, 产品设计",数据产品经理岗位：参与数据平台建设，保障数据质量与时效性。核心技能：需求分析、用户研究、excel、数据可视化、产品设计。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-19,https://job.example.com/42_00319,15.0,20.0,17.5,"['需求分析', '用户研究', 'excel', '数据可视化', '产品设计']",5
